,,,,,,
ઉચ્ચ શિક્ષણમાં સ્ટેમ વિષયોને પ્રોત્સાહન આપવા માટે આસામ સરકારની અરોહન યોજનાએ કઈ શૈક્ષણિક સંસ્થા સાથે સહયોગ કર્યો?,આઈઆઈટી દિલ્હી,આઈઆઈટી ગુવાહાટી,આઈઆઈટી બોમ્બે,આઈઆઈટી ખડગપુર,2,"આઈઆઈટી ગુવાહાટીએ સ્ટેમ (સાયન્સ ટેકનોલોજી એન્જિનિયરિંગ મેથેમેટિક્સ) શિક્ષણને વધારવા માટે આસામ સરકાર અરોહન યોજના સાથે સહયોગ કર્યો હતો. આસામના સીએમ હિમંત બિસ્વા સરમાના નેતૃત્વમાં આ પહેલમાં ધોરણ 9થી 12માં સરકારી શાળાના વિદ્યાર્થીઓની કારકિર્દીની પ્રગતિ પર ધ્યાન કેન્દ્રિત કરવામાં આવ્યું હતું. આ સહયોગમાં માર્ગદર્શન, એક્સપોઝર ટ્રિપ્સ અને સ્પર્ધાઓનો સમાવેશ થતો હતો, જેમાં 3300થી વધુ વિદ્યાર્થીઓને લાભ થયો હતો, જેમાં નોંધપાત્ર સંખ્યામાં છોકરીઓનો પણ સમાવેશ થતો હતો."
૨૦૨૩ માં રમતગમત અને રમતોમાં ઉત્કૃષ્ટ પ્રદર્શન માટે અર્જુન એવોર્ડ મેળવવા માટે શીતલ દેવીએ કઈ રમતમાં ઉત્કૃષ્ટ દેખાવ કર્યો હતો?,બ્લાઈન્ડ ક્રિકેટ,પેરા કેનોઇંગ,પેરા આર્ચરી,કોષ્ટક ટેનિસ,3,"શીતલ દેવીને પેરા આર્ચરીમાં તેમની નોંધપાત્ર સિદ્ધિઓ માટે માન્યતા આપવામાં આવી હતી, જેમાં છેલ્લા ચાર વર્ષમાં ખેલદિલી, શિસ્ત અને નેતૃત્વના ગુણોનું પ્રદર્શન કરવામાં આવ્યું હતું, તેમને 2023 માં અર્જુન એવોર્ડ મળ્યો હતો."
પાવર મિનિસ્ટર આર.કે.સિંહે કયા શહેરમાં પાવર ગ્રીડના વિશ્રામ સદનનું ઉદ્ઘાટન કર્યું?,બેંગલુરુ,મુંબઈ,દિલ્હી,ચેન્નાઈ,1,"ઊર્જા પ્રધાન આર.કે.સિંહે બેંગલુરુમાં પાવર ગ્રિડના વિશ્રામ સદનનું ઉદ્ઘાટન કર્યું હતું, જે 2 માળની સુવિધા છે, જેમાં 270 પથારીઓ અને 55 ઓરડાઓ છે, જે દર્દીઓના એટેન્ડન્ટ્સને આરામ આપવા માટે બનાવવામાં આવી છે. આ પહેલ પાવર ગ્રિડના સીએસઆર પ્રયાસોનો એક ભાગ છે, જે ગ્રામીણ વિકાસ, શિક્ષણ, હેલ્થકેર અને અન્ય બાબતોમાં ફાળો આપે છે, જેમાં કુલ રૂ. 1000 કરોડનું રોકાણ કરવામાં આવ્યું છે."
"ડિસેમ્બર 2023 માં, ભારતના કયા રાજ્યના મુખ્યમંત્રીએ જાહેર ક્ષેત્રના એકમો (પીએસયુ)માં ભરતી પ્રક્રિયામાં પારદર્શિતા લાવવા પર ધ્યાન કેન્દ્રિત કરતું સ્વાયત્ત બોર્ડની સ્થાપના કરવાની પહેલ કરી હતી?",મહારાષ્ટ્ર,કેરળ,તમિલનાડુ,કર્ણાટક,2,કેરળના મુખ્યમંત્રી પિનારાઈ વિજયને રાજ્યની અંદર જાહેર ક્ષેત્રના એકમોની ભરતી પ્રક્રિયામાં પારદર્શકતા વધારવાના ઉદ્દેશ્યથી એક સ્વાયત્ત બોર્ડની શરૂઆત કરી હતી.
ભારત સરકાર દ્વારા સોળમા નાણાપંચના ચેરમેન તરીકે કોની નિમણૂંક કરવામાં આવી છે?,ડો.અરવિંદ પનગઢીયા,શ્રી રિત્વિક રંજનમ પાંડે,એન.કે.સિંઘ,રાજીવ કુમારના ડૉ.,1,"નીતિ આયોગના પૂર્વ ઉપાધ્યક્ષ અને કોલંબિયા વિશ્વવિદ્યાલયના પ્રોફેસર ડૉ.અરવિંદ પનગઢિયાની 16માં નાણાપંચના અધ્યક્ષ તરીકે નિમણૂંક કરવામાં આવી છે. પંચની જવાબદારીઓમાં કરની આવકની વહેંચણી, રાજ્યોને સહાયક અનુદાનનું સંચાલન કરતા સિદ્ધાંતો અને ડિઝાસ્ટર મેનેજમેન્ટ એક્ટ, 2005 હેઠળ આપત્તિ વ્યવસ્થાપન ધિરાણ વ્યવસ્થામાં સુધારો કરવા માટેની ભલામણોનો સમાવેશ થાય છે. આ રિપોર્ટ 31 ઓક્ટોબર 2025 સુધી આવવાની આશા છે."
તાજેતરની ચૂંટણી પછી ડેમોક્રેટિક રિપબ્લિક ઓફ કોંગોના રાષ્ટ્રપતિ કોને બનાવવામાં આવ્યા છે?,મોઇસ કાટુમ્બી,ડેનિસ કાદિમા,ફેલિક્સ ત્શીસેકેડી,માર્ટિન ફાયુલુ,3,ફેલિક્સ ત્શીસેકેદીને ડેમોક્રેટિક રિપબ્લિક ઓફ કોંગોની ચૂંટણીમાં લગભગ 73 ટકા મત મળતા વિજેતા જાહેર કરવામાં આવ્યા છે.
2023માં ઉઝબેકિસ્તાનના સમરકંદમાં યોજાયેલી વર્લ્ડ રેપિડ ચેસ ચેમ્પિયનશીપમાં મહિલાઓનો સિલ્વર મેડલ કોણે જીત્યો?,પિયા ક્રેમલિંગ,એનાસ્તાસિયા બોડન્રુક,કોનેરુ હમ્પી,હોઉ યીફાન,3,"ભારતીય ગ્રાન્ડ માસ્ટર કોનેરુ હમ્પીએ 2023માં ઉઝબેકિસ્તાનના સમરકંદમાં યોજાયેલી વર્લ્ડ રેપિડ ચેસ ચેમ્પિયનશીપમાં ચેસના કૌશલ્યનો પરચો દેખાડતાં મહિલાઓનો સિલ્વર મેડલ નિશ્ચિત કર્યોનથી. બહાદુરીભર્યા પ્રયાસ છતાં, ટાઇ-બ્રેક સડનહારુકનું સમયસર મૃત્યુ થતાં તે રશિયન ખેલાડી અનાસ્તાસિયા બોડનરુક સામે હારી ગઈ હતી."
રિઝર્વ બેંક ઓફ ઇન્ડિયા (આરબીઆઈ) દ્વારા મોટી શહેરી સહકારી બેંકો (યુસીબી) માટે નક્કી કરવામાં આવેલી નવી બલ્ક ડિપોઝિટ મર્યાદા શું છે?,₹50 લાખ કે તેથી વધુ,₹75 લાખ કે તેથી વધુ,₹25 લાખ કે તેથી વધુ,₹1 કરોડ કે તેથી વધુ,4,"આરબીઆઈએ મોટી શહેરી સહકારી બેંકો (યુસીબી) માટે બલ્ક ડિપોઝિટ મર્યાદા નોંધપાત્ર રીતે વધારીને ₹15 લાખથી વધારીને ₹1 કરોડ કે તેથી વધુ કરી છે, જે ટાયર 3 અને ટાયર 4 યુસીબીને લાગુ પડે છે."
પાવર ગ્રીડ કોર્પોરેશનના નવા ચેરમેન અને મેનેજિંગ ડિરેક્ટર (સીએમડી) તરીકે કોની નિમણૂક કરવામાં આવી છે?,રવિન્દ્ર કુમાર ત્યાગી,હરિની પટેલ,અનિલ શર્મા,રાહુલ સિંઘાનિયા,1,શ્રીકાંત કંડીકુપ્પાના સ્થાને પાવર ગ્રિડ કોર્પોરેશનના નવા સીએમડી તરીકે રવિન્દ્ર કુમાર ત્યાગીની નિમણૂંક કરવામાં આવી છે.
"12મો દિવ્ય કલા મેળો 2023 ક્યાં યોજાયો હતો, જેમાં દિવ્યાંગ ઉદ્યોગસાહસિકો અને કારીગરોના ઉત્પાદનો અને કારીગરીનું પ્રદર્શન કરવામાં આવ્યું હતું.",સુરત,અમદાવાદ,વડોદરા,રાજકોટ,1,"દિવ્યાંગ વ્યક્તિઓના સશક્તિકરણ વિભાગ દ્વારા આયોજિત 12મો દિવ્ય કલા મેળો 2023, ગુજરાતના સુરતમાં યોજાયો હતો, જેમાં 29 ડિસેમ્બર, 2023 થી 7 જાન્યુઆરી, 2024 દરમિયાન દિવ્યાંગ ઉદ્યોગસાહસિકો અને કારીગરોના ઉત્પાદનો અને કારીગરીનું પ્રદર્શન કરવામાં આવ્યું હતું."
"સંયુક્ત લશ્કરી કવાયત 'ડેઝર્ટ સાયક્લોન 2024'માં, કયા બે રાષ્ટ્રો આંતરવ્યવહારિકતા વધારવા માટે સહયોગ કરી રહ્યા છે?",ભારત અને ઓમાન,ભારત અને યુએઈ,ભારત અને સાઉદી અરેબિયા,ભારત અને કતાર,2,"ડેઝર્ટ સાયક્લોન 2024' એ ભારત અને સંયુક્ત આરબ અમીરાત (યુએઈ) વચ્ચે સહયોગી સૈન્ય કવાયત છે, જે રાજસ્થાનમાં 2 જાન્યુઆરીથી 15 જાન્યુઆરી દરમિયાન થઈ રહી છે. તેનો ઉદ્દેશ જ્ઞાનના આદાન-પ્રદાન મારફતે આંતરવ્યવહારિકતામાં સુધારો કરવાનો છે, ખાસ કરીને આ ક્ષેત્રની અંદર શહેરી કામગીરીમાં."
દર વર્ષે ગ્લોબલ ફેમિલી ડે કઈ તારીખે ઉજવવામાં આવે છે?,31 ડિસેમ્બર,14 ફેબ્રુઆરી,21 માર્ચ,1 જાન્યુઆરી,4,"દર વર્ષે 1 જાન્યુઆરીના રોજ વૈશ્વિક પરિવાર દિવસ ઉજવવામાં આવે છે, જે શાંતિ, એકતા અને સહિયારા માનવીય મૂલ્યો પ્રત્યેની સાર્વત્રિક પ્રતિબદ્ધતાનું પ્રતીક છે. ગ્લોબલ ફેમિલી ડે 2024ની થીમ ""વિવિધતાને અપનાવવી, પરિવારોને મજબૂત કરવી"" છે."
"ગૃહ મંત્રાલય હેઠળ ફાયર સર્વિસ, સિવિલ ડિફેન્સ અને હોમગાર્ડ્સના ડાયરેક્ટર જનરલ તરીકે કોની નિમણૂક કરવામાં આવી છે?",રાજેન્દ્ર સિંહ,સુધાંશુ સારંગી,વિવેક શ્રીવાસ્તવ,સંતોષકુમાર ઉપાધ્યાય,3,"ગુજરાત કેડરના 1989 બેચના અનુભવી આઇપીએસ અધિકારી વિવેક શ્રીવાસ્તવને કેબિનેટની નિમણૂક સમિતિ (એસીસી) દ્વારા ગૃહ મંત્રાલયમાં ફાયર સર્વિસ, સિવિલ ડિફેન્સ એન્ડ હોમ ગાર્ડ્સના ડિરેક્ટર જનરલના પદ માટે મંજૂરી આપવામાં આવી છે."
ભારત સરકારના ખાણ મંત્રાલયે લિથિયમ બ્લોક્સના સંપાદન અને વિકાસ માટે કયા દેશના ખાણિયા સાથે સંશોધન અને વિકાસ કરારનો મુસદ્દો બનાવ્યો છે?,ઓસ્ટ્રેલિયા,આર્જેન્ટિના,ચિલી,મેક્સિકો,2,ભારત સરકારના ખાણ મંત્રાલયે ખનીજ બિદેશ ઇન્ડિયા લિમિટેડ (KABIL) મારફતે લિથિયમ બ્લોક્સના સંભવિત સંપાદન અને વિકાસ માટે આર્જેન્ટિનાના ખાણિયા કેમાયન સાથે સંશોધન અને વિકાસ માટે ડ્રાફ્ટ કરાર કર્યો છે.
આબોહવાને લગતા પડકારોનો સામનો કરવા માટે કઈ બે કંપનીઓએ ભારતીય તમાકુના ખેડૂતોને મદદ કરવા માટે આઇટીસી સાથે ભાગીદારી કરી છે?,સ્કાયમેટ અને આઈબીએમ,સ્કાયમેટ અને એક્સેન્ચર,વિપ્રો અને સ્કાયમેટ,માઈક્રોસોફ્ટ અને સ્કાયમેટ,4,"આઇટીસીએ આબોહવા પરિવર્તનની પ્રતિકૂળ અસરોનો સામનો કરી રહેલા ભારતમાં તમાકુના ખેડૂતો માટે નવીન ઉકેલો વિકસાવવા માટે બે અગ્રણી ટેકનોલોજી કંપનીઓ માઇક્રોસોફ્ટ અને સ્કાયમેટ સાથે વ્યૂહાત્મક ભાગીદારી કરી છે. આ જોડાણનો ઉદ્દેશ અત્યાધુનિક ટેકનોલોજી અને હવામાનની સૂઝનો લાભ લેવાનો છે, જેથી ખેડૂતોને આબોહવાની ભિન્નતાને અનુકૂળ થવા અને તેમના પાકનું રક્ષણ કરવાનાં સાધનો સાથે સશક્ત બનાવી શકાય."
સાગર પરિક્રમાના ૧૦ મા તબક્કાનું પ્રાથમિક ધ્યાન શું હતું?,સાંસ્કૃતિક આદાન-પ્રદાન અને દરિયાકિનારાનું પ્રવાસન,મત્સ્યપાલન સમુદાયોનું કલ્યાણ અને દરિયાકિનારાનો વિકાસ,પર્યાવરણીય સંરક્ષણ અને દરિયાઈ સંરક્ષણ,મત્સ્યપાલનમાં વૈજ્ઞાનિક સંશોધન અને નવીનતાને પ્રોત્સાહન આપવું,2,"સાગર પરિક્રમા પહેલ, તેના 10 માં તબક્કામાં આંધ્રપ્રદેશ અને પુડુચેરી જેવા સ્થળોને આવરી લેવામાં આવી છે, જેનો મુખ્ય હેતુ માછીમારી સમુદાયોના કલ્યાણ અને દરિયાકાંઠાના વિકાસનો છે. તે માછીમારો અને માછલી ઉછેરતા ખેડૂતો દ્વારા સામનો કરવામાં આવતા પડકારોનું સમાધાન કરે છે, જે આર્થિક ઉત્થાન અને સામુદાયિક સુખાકારીમાં યોગદાન આપે છે."
કેન્દ્રીય મંત્રીમંડળે તાજેતરમાં મંજૂર કરેલા સ્થળાંતર અને ગતિશીલતા સમજૂતીનો ઉદ્દેશ ભારત અને કયા દેશ વચ્ચે સહકારને મજબૂત કરવાનો છે?,ઇટાલી,ફ્રાંસ,જર્મની,સ્પેન,1,"કેન્દ્રીય મંત્રીમંડળે ભારત અને ઇટાલી વચ્ચે સ્થળાંતર અને ગતિશીલતા સમજૂતીને કાર્યોત્તર મંજૂરી આપી હતી, જેમાં અનિયમિત સ્થળાંતર સાથે સંબંધિત મુદ્દાઓ પર સહકાર વધારવા અને લોકો વચ્ચેનાં સંબંધોને પ્રોત્સાહન આપવા પર ધ્યાન કેન્દ્રિત કરવામાં આવ્યું હતું. આ સમજૂતી વિદ્યાર્થીઓ, કુશળ કામદારો, વ્યાવસાયિકો અને યુવાન વ્યાવસાયિકો સહિત વિવિધ સેગમેન્ટ્સ માટે અવરજવરની સુવિધા પ્રદાન કરે છે, જે આદાનપ્રદાન અને જોડાણને પ્રોત્સાહન આપે છે."
ઉત્તર પ્રદેશના મથુરા જિલ્લાના વૃંદાવનમાં ભારતની પ્રથમ ઓલ ગર્લ સૈનિક સ્કૂલનું ઉદ્ઘાટન કોણે કર્યું હતું?,રાજનાથ સિંહ,શશી થરૂર,અમિત શાહ,સ્મૃતિ ઈરાની,1,"સંરક્ષણ પ્રધાન રાજનાથસિંહે વૃંદાવનમાં ભારતની પ્રથમ ઓલ ગર્લ સૈનિક સ્કૂલનું ઉદ્ઘાટન કરીને મુખ્ય ભૂમિકા ભજવી હતી. તેમણે આ ઘટનાને ""મહિલા સશક્તિકરણના ઇતિહાસમાં સુવર્ણ ક્ષણ"" તરીકે બિરદાવી હતી, જે શિક્ષણ અને લિંગ સમાનતામાં લેવામાં આવેલી નોંધપાત્ર પ્રગતિ પર ભાર મૂકે છે."
ભારતના કયા રાજ્યએ સ્થાનિક સ્વરાજ્યની સંસ્થાઓની તમામ સેવાઓને એકીકૃત ડિજિટલ પ્લેટફોર્મ પર લાવવા માટે કે-સ્માર્ટ એપ્લિકેશન શરૂ કરી છે?,મહારાષ્ટ્ર,તમિલનાડુ,કેરળ,કર્ણાટક,3,"કેરળ સરકારે કે-સ્માર્ટ (કેરળ સોલ્યુશન્સ ફોર મેનેજિંગ એડમિનિસ્ટ્રેટિવ રિફોર્મેશન એન્ડ ટ્રાન્સફોર્મેશન) એપ્લિકેશન શરૂ કરી છે, જેનો ઉદ્દેશ ડિજિટલ પ્લેટફોર્મ પર સ્થાનિક સ્વરાજ્યની સંસ્થાઓની સેવાઓને એકીકૃત કરવાનો છે. આ પહેલમાં બ્લોકચેન, આર્ટિફિશિયલ ઇન્ટેલિજન્સ, જીઆઇએસ, ચેટબોટ્સ, મશીન લર્નિંગ અને આઇઓટી જેવી અત્યાધુનિક ટેકનોલોજીનો સમાવેશ થાય છે, જે ડિજિટલ વિભાજનને દૂર કરે છે અને સરકારી કચેરીઓની ભૌતિક મુલાકાતની જરૂરિયાતને દૂર કરીને વિદેશી લોકોને લાભ આપે છે."
એડિનબર્ગમાં 2023 સ્કોટિશ જુનિયર ઓપનમાં ભારતીય કિશોરી અનાહત સિંહે ગર્લ્સ અંડર-19 કેટેગરીમાં કઇ રમતમાં વિજય મેળવ્યો હતો?,બેડમિંટન,સ્ક્વોશ,ટેનિસ,કોષ્ટક ટેનિસ,2,ભારતીય સ્ક્વોશમાં ઉભરતી સ્ટાર અનાહત સિંહે એડિનબર્ગમાં 2023માં યોજાયેલી સ્કોટિશ જુનિયર ઓપન સ્ક્વોશમાં ગર્લ્સ અંડર-19 કેટેગરીમાં વિજય મેળવ્યો હતો અને આ રમતમાં પોતાની કુશળતા અને દ્રઢ નિશ્ચયનું પ્રદર્શન કર્યું હતું.
કઈ સંસ્થાએ ભારતમાં તબીબી ઉપકરણોની આયાતને સરળ બનાવવા માટે 'નેશનલ સિંગલ વિન્ડો સિસ્ટમ (એનએસડબલ્યુએસ)' વિકસાવી છે?,વિપ્રો,ઇન્ફોસિસ,HCL ટેક્નોલોજીઓ,ટીસીએસ,4,"ભારતમાં તબીબી ઉપકરણોની આયાતને સરળ બનાવવા માટે 'નેશનલ સિંગલ વિન્ડો સિસ્ટમ (એનએસડબલ્યુએસ)' ટાટા કન્સલ્ટન્સી સર્વિસીસ (ટીસીએસ) દ્વારા વિકસાવવામાં આવી છે, જે કેન્દ્રીકૃત પ્લેટફોર્મ પ્રદાન કરે છે અને વેપાર-વાણિજ્ય કરવાની સરળતાને વધારે છે. ટાટા કન્સલ્ટન્સી સર્વિસીસ (ટીસીએસ)એ ભારતના સેન્ટ્રલ ડ્રગ્સ સ્ટાન્ડર્ડ કન્ટ્રોલ ઓર્ગેનાઇઝેશન (સીડીએસસીઓ) માટે 'નેશનલ સિંગલ વિન્ડો સિસ્ટમ (એનએસડબલ્યુએસ)' વિકસાવી છે."
"બ્લૂમબર્ગ બિલિયોનેર્સ ઇન્ડેક્સ અનુસાર, તાજેતરમાં જ 100 અબજ ડોલરની સંપત્તિ સાથે પ્રથમ મહિલા બનવાની ઐતિહાસિક સિદ્ધિ કોણે હાંસલ કરી છે?",ફ્રાન્કોઇસ બેટનકોર્ટ મેયર્સ,મેરી જ્હોન્સન,એલેના રોડ્રીગ્યુઝ,સોફિયા વાંગ,1,"ફ્રાંસિસ બેટનકોર્ટ મેયર્સ, લોરિયલ વારસદાર, એ 100 અબજ ડોલરની સંપત્તિ હાંસલ કરીને ઇતિહાસ રચ્યો છે, જેણે વૈશ્વિક નાણાકીય પાવરહાઉસ તરીકેની તેની સ્થિતિને મજબૂત બનાવી છે અને ફ્રાન્સમાં ફેશન અને કોસ્મેટિક્સ ઉદ્યોગો માટે નોંધપાત્ર સીમાચિહ્નરૂપ છે."
સમાન વૈશ્વિક વિકાસ અને સુરક્ષા માટે બહુપક્ષીયવાદને મજબૂત કરવા શીર્ષક સાથે કયા દેશે બ્રિક્સની અધ્યક્ષતા ધારણ કરી હતી?,ચીન,બ્રાઝિલ,રશિયા,ભારત,3,"રાષ્ટ્રપતિ વ્લાદિમીર પુતિને કરેલી જાહેરાત મુજબ 1 જાન્યુઆરી, 2024ના રોજ રશિયાએ સત્તાવાર રીતે બ્રિક્સની અધ્યક્ષતા સંભાળી હતી. આ શબ્દનો માર્ગદર્શક સૂત્ર ""સમાન વૈશ્વિક વિકાસ અને સુરક્ષા માટે બહુપક્ષીયવાદને મજબૂત કરવો"" છે."
